IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
189.260.15.14,12-01-2023 20.20,13.668,4.1,9.568,7.258,6.41,0,Premium Membership
181.324.15.8,12-01-2023 20.25,13.825,3.041,10.784,5.239,8.586,0,Premium Membership
183.347.19.6,12-01-2023 20.30,15.089,9.657,5.432,8.432,6.657,2,Basic Membership
150.289.19.5,12-01-2023 20.35,14.785,3.548,11.237,7.392,7.393,0,Basic Membership
175.288.4.16,12-01-2023 20.40,15.904,4.453,11.451,10.668,5.236,2,Premium Membership
171.340.1.7,12-01-2023 20.45,14.27,9.561,4.709,7.907,6.363,3,Basic Membership
170.213.20.1,12-01-2023 20.50,14.815,8.445,6.37,7.172,7.643,3,Premium Membership
178.259.11.6,12-01-2023 20.55,12.721,2.544,10.177,8.116,4.605,0,Premium Membership
172.224.13.8,12-01-2023 21.00,14.968,7.484,7.484,9.804,5.164,2,Premium Membership
172.297.0.18,12-01-2023 21.05,12.219,8.553,3.666,5.291,6.928,2,Premium Membership
174.298.16.20,12-01-2023 21.10,12.366,6.801,5.565,5.973,6.393,2,Basic Membership
173.341.9.5,12-01-2023 21.15,13.837,10.239,3.598,7.179,6.658,4,Basic Membership
155.345.17.2,12-01-2023 21.20,12.948,9.064,3.884,5.438,7.51,1,Basic Membership
181.279.8.16,12-01-2023 21.25,15.552,7.465,8.087,8.641,6.911,2,Basic Membership
175.323.6.12,12-01-2023 21.30,14.815,7.704,7.111,7.52,7.295,3,Basic Membership
186.270.16.6,12-01-2023 21.35,13.785,8.547,5.238,6.002,7.783,4,Basic Membership
166.286.15.0,12-01-2023 21.40,15.065,4.369,10.696,3.839,11.226,0,Premium Membership
174.293.19.2,12-01-2023 21.45,12.937,7.633,5.304,5.957,6.98,0,Basic Membership
181.216.12.16,12-01-2023 21.50,14.936,7.02,7.916,7.901,7.035,1,Basic Membership
161.214.11.0,12-01-2023 21.55,13.745,10.171,3.574,6.548,7.197,0,Premium Membership
154.235.6.5,12-01-2023 22.00,13.044,8.479,4.565,6.483,6.561,0,Basic Membership
187.226.9.0,12-01-2023 22.05,12.709,3.177,9.532,8.261,4.448,0,Basic Membership
172.334.2.17,12-01-2023 22.10,13.781,4.272,9.509,5.763,8.018,0,Basic Membership
172.278.3.7,12-01-2023 22.15,14.173,4.535,9.638,6.151,8.022,3,Basic Membership
170.303.1.4,12-01-2023 22.20,12.512,7.883,4.629,8.301,4.211,2,Premium Membership
154.307.12.8,12-01-2023 22.25,12.493,3.123,9.37,4.435,8.058,1,Basic Membership
178.329.14.1,12-01-2023 22.30,13.485,7.282,6.203,5.607,7.878,2,Basic Membership
151.331.5.4,12-01-2023 22.35,13.59,9.241,4.349,7.703,5.887,1,Basic Membership
180.326.17.18,12-01-2023 22.40,12.267,5.152,7.115,3.4,8.867,3,Basic Membership
185.323.5.4,12-01-2023 22.45,11.697,3.041,8.656,7.332,4.365,4,Basic Membership
186.273.18.3,12-01-2023 22.50,10.12,7.388,2.732,6.718,3.402,1,Basic Membership
168.275.14.0,12-01-2023 22.55,14.512,5.95,8.562,9.478,5.034,0,Basic Membership
185.346.10.11,12-01-2023 23.00,13.807,4.004,9.803,3.078,10.729,3,Basic Membership
154.335.4.17,12-01-2023 23.05,8.246,2.721,5.525,3.958,4.288,2,Premium Membership
181.339.15.16,12-01-2023 23.10,8.709,2.7,6.009,6.061,2.648,2,Premium Membership
163.200.9.16,12-01-2023 23.15,5.31,2.92,2.39,2.729,2.58,1,Basic Membership
175.278.4.8,12-01-2023 23.20,5.183,1.192,3.991,2.651,2.532,4,Premium Membership
181.320.0.6,12-01-2023 23.25,5.343,3.954,1.389,1.894,3.449,0,Premium Membership
182.203.12.20,12-01-2023 23.30,5.972,1.553,4.419,3.393,2.579,0,Premium Membership
179.241.14.14,12-01-2023 23.35,3.092,1.639,1.453,1.479,1.613,0,Basic Membership
158.277.9.13,12-01-2023 23.40,4.155,2.41,1.745,2.402,1.753,2,Basic Membership
163.307.10.6,12-01-2023 23.45,4.46,2.587,1.873,2.86,1.6,0,Premium Membership
158.237.12.3,12-01-2023 23.50,4.306,2.584,1.722,1.404,2.902,0,Basic Membership
169.265.8.20,12-01-2023 23.55,4.331,3.248,1.083,1.462,2.869,0,Basic Membership
179.220.6.12,13-01-2023 0.00,3.09,1.978,1.112,1.384,1.706,0,Premium Membership
180.218.6.17,13-01-2023 0.05,0.7455,0.537,0.209,0.26,0.486,1,Basic Membership
159.260.5.1,13-01-2023 0.10,0.67525,0.149,0.526,0.468,0.207,1,Premium Membership
151.313.9.11,13-01-2023 0.15,0.51575,0.201,0.315,0.296,0.22,1,Premium Membership
169.301.4.3,13-01-2023 0.20,0.647,0.459,0.188,0.342,0.305,2,Basic Membership
179.225.20.3,13-01-2023 0.25,0.61725,0.395,0.222,0.266,0.351,3,Basic Membership
155.319.5.1,13-01-2023 0.30,0.65875,0.31,0.349,0.31,0.349,4,Basic Membership
182.280.12.2,13-01-2023 0.35,0.69,0.172,0.518,0.407,0.283,0,Premium Membership
172.224.13.8,13-01-2023 0.40,0.58225,0.413,0.169,0.406,0.176,3,Premium Membership
153.293.1.5,13-01-2023 0.45,0.54225,0.119,0.423,0.396,0.146,0,Basic Membership
156.231.0.4,13-01-2023 0.50,0.532,0.181,0.351,0.222,0.31,1,Basic Membership
183.233.17.17,13-01-2023 0.55,0.54025,0.222,0.318,0.223,0.317,4,Premium Membership
155.339.11.7,13-01-2023 1.00,0.54225,0.249,0.293,0.271,0.271,4,Basic Membership
152.323.18.10,13-01-2023 1.05,0.64225,0.212,0.43,0.443,0.199,2,Basic Membership
175.266.17.14,13-01-2023 1.10,0.61075,0.36,0.251,0.15,0.461,4,Basic Membership
190.230.19.0,13-01-2023 1.15,0.6435,0.322,0.321,0.386,0.257,1,Basic Membership
180.204.20.16,13-01-2023 1.20,0.50375,0.232,0.272,0.247,0.257,1,Basic Membership
187.215.3.2,13-01-2023 1.25,0.58375,0.251,0.333,0.288,0.296,0,Basic Membership
169.338.15.20,13-01-2023 1.30,0.66375,0.418,0.246,0.149,0.515,1,Basic Membership
156.210.10.16,13-01-2023 1.35,0.73225,0.542,0.19,0.432,0.3,4,Basic Membership
170.239.0.17,13-01-2023 1.40,0.562,0.393,0.169,0.278,0.284,2,Basic Membership
166.261.4.2,13-01-2023 1.45,0.69625,0.515,0.181,0.206,0.49,3,Basic Membership
158.336.15.9,13-01-2023 1.50,0.71975,0.223,0.497,0.53,0.19,4,Premium Membership
164.219.7.1,13-01-2023 1.55,0.5755,0.426,0.15,0.411,0.165,0,Premium Membership
182.311.11.12,13-01-2023 2.00,0.74075,0.296,0.445,0.372,0.369,3,Basic Membership
151.243.16.7,13-01-2023 2.05,0.74475,0.477,0.268,0.512,0.233,2,Premium Membership
190.331.11.15,13-01-2023 2.10,0.53425,0.187,0.347,0.264,0.27,0,Basic Membership
158.264.4.11,13-01-2023 2.15,0.73225,0.351,0.381,0.425,0.307,2,Basic Membership
184.243.16.7,13-01-2023 2.20,0.7095,0.142,0.568,0.291,0.419,2,Basic Membership
152.331.12.9,13-01-2023 2.25,0.5985,0.239,0.36,0.233,0.366,1,Premium Membership
168.330.2.14,13-01-2023 2.30,0.729,0.277,0.452,0.509,0.22,4,Basic Membership
160.309.18.15,13-01-2023 2.35,0.53625,0.236,0.3,0.223,0.313,4,Premium Membership
171.335.15.11,13-01-2023 2.40,0.63675,0.134,0.503,0.25,0.387,4,Premium Membership
156.300.12.11,13-01-2023 2.45,0.64875,0.247,0.402,0.283,0.366,0,Basic Membership
184.336.2.2,13-01-2023 2.50,0.66575,0.32,0.346,0.257,0.409,3,Premium Membership
188.263.17.3,13-01-2023 2.55,0.55525,0.361,0.194,0.271,0.284,2,Basic Membership
170.239.0.17,13-01-2023 3.00,0.59,0.201,0.389,0.3,0.29,2,Basic Membership
190.348.1.16,13-01-2023 3.05,1.088,0.359,0.729,0.67,0.418,4,Basic Membership
167.350.12.1,13-01-2023 3.10,1.03475,0.714,0.321,0.24,0.795,4,Basic Membership
179.241.14.14,13-01-2023 3.15,1.70375,0.75,0.954,0.92,0.784,4,Basic Membership
175.322.20.6,13-01-2023 3.20,1.011,0.283,0.728,0.64,0.371,2,Premium Membership
177.308.8.14,13-01-2023 3.25,1.259,0.39,0.869,0.723,0.536,1,Basic Membership
171.269.1.3,13-01-2023 3.30,1.52875,0.642,0.887,0.59,0.939,1,Basic Membership
181.337.1.18,13-01-2023 3.35,1.4815,0.83,0.652,0.739,0.743,3,Basic Membership
185.286.10.7,13-01-2023 3.40,1.45625,0.553,0.903,1.055,0.401,4,Premium Membership
165.326.3.11,13-01-2023 3.45,1.50925,0.83,0.679,0.521,0.988,2,Basic Membership
188.288.9.13,13-01-2023 3.50,1.3515,0.514,0.837,0.473,0.878,3,Basic Membership
161.204.16.2,13-01-2023 3.55,1.47875,0.725,0.754,0.711,0.768,4,Basic Membership
174.201.5.2,13-01-2023 4.00,1.00275,0.321,0.682,0.582,0.421,0,Basic Membership
158.215.19.3,13-01-2023 4.05,1.20175,0.709,0.493,0.566,0.636,2,Basic Membership
162.307.15.2,13-01-2023 4.10,1.4855,0.713,0.773,0.746,0.74,1,Basic Membership
167.291.3.10,13-01-2023 4.15,1.00175,0.351,0.651,0.416,0.586,4,Premium Membership
181.254.18.20,13-01-2023 4.20,1.03575,0.259,0.777,0.717,0.319,2,Basic Membership
172.334.2.17,13-01-2023 4.25,1.28625,0.836,0.45,0.62,0.666,1,Basic Membership
158.219.4.3,13-01-2023 4.30,1.3045,0.352,0.953,0.502,0.803,1,Premium Membership
152.324.4.14,13-01-2023 4.35,1.24525,0.374,0.871,0.63,0.615,1,Basic Membership
163.318.10.4,13-01-2023 4.40,1.2285,0.786,0.442,0.84,0.388,3,Premium Membership
190.335.11.12,13-01-2023 4.45,1.0525,0.695,0.358,0.779,0.274,3,Basic Membership
159.260.6.10,13-01-2023 4.50,1.738,0.921,0.817,0.548,1.19,3,Premium Membership
171.288.3.3,13-01-2023 4.55,1.0355,0.507,0.529,0.698,0.338,1,Basic Membership
152.232.11.17,13-01-2023 5.00,1.321,0.383,0.938,0.666,0.655,0,Basic Membership
166.237.18.16,13-01-2023 5.05,5.4125,2.111,3.301,2.094,3.318,0,Premium Membership
166.287.0.18,13-01-2023 5.10,5.775,2.888,2.887,1.877,3.898,1,Premium Membership
159.303.0.12,13-01-2023 5.15,5.4135,1.245,4.168,2.406,3.007,0,Premium Membership
180.311.18.11,13-01-2023 5.20,6.225,2.615,3.61,2.848,3.377,4,Premium Membership
158.264.4.11,13-01-2023 5.25,5.4925,1.977,3.515,2.265,3.227,2,Basic Membership
170.269.12.16,13-01-2023 5.30,6.132,2.821,3.311,3.083,3.049,2,Basic Membership
186.217.20.9,13-01-2023 5.35,5.6535,4.127,1.527,3.064,2.59,0,Premium Membership
185.269.20.3,13-01-2023 5.40,5.422,2.331,3.091,2.262,3.16,3,Basic Membership
165.290.12.5,13-01-2023 5.45,4.658,2.236,2.422,1.828,2.83,2,Basic Membership
168.235.4.18,13-01-2023 5.50,4.539,1.135,3.404,2.723,1.816,2,Basic Membership
177.328.3.0,13-01-2023 5.55,5.272,2.425,2.847,1.583,3.689,0,Premium Membership
188.291.18.4,13-01-2023 6.00,6.0515,4.115,1.936,4.437,1.614,1,Premium Membership
159.226.7.4,13-01-2023 6.05,6.311,3.408,2.903,2.599,3.712,4,Basic Membership
156.340.3.14,13-01-2023 6.10,5.354,1.767,3.587,2.376,2.978,0,Basic Membership
174.298.16.20,13-01-2023 6.15,5.7955,4.057,1.738,3.981,1.814,2,Basic Membership
163.347.14.6,13-01-2023 6.20,4.798,3.119,1.679,2.385,2.413,2,Premium Membership
190.201.15.7,13-01-2023 6.25,4.8075,1.731,3.077,2.235,2.573,1,Premium Membership
188.263.17.3,13-01-2023 6.30,4.936,2.122,2.814,3.159,1.777,2,Basic Membership
156.300.12.11,13-01-2023 6.35,6.139,1.903,4.236,3.647,2.492,3,Basic Membership
155.282.8.18,13-01-2023 6.40,4.213,1.685,2.528,1.23,2.983,1,Premium Membership
166.345.15.1,13-01-2023 6.45,4.9405,3.458,1.482,1.472,3.468,0,Basic Membership
172.334.2.17,13-01-2023 6.50,5.427,1.899,3.528,2.944,2.483,2,Basic Membership
188.278.13.10,13-01-2023 6.55,4.608,2.442,2.166,3.239,1.369,2,Premium Membership
183.338.17.3,13-01-2023 7.00,4.745,1.566,3.179,1.933,2.812,0,Basic Membership
184.323.8.20,13-01-2023 7.05,5.8995,2.36,3.539,2.749,3.15,2,Premium Membership
155.212.4.9,13-01-2023 7.10,4.7385,2.559,2.179,1.836,2.902,3,Basic Membership
189.340.8.14,13-01-2023 7.15,4.6385,1.763,2.875,2.765,1.873,2,Premium Membership
167.264.0.18,13-01-2023 7.20,4.282,1.413,2.869,1.629,2.653,3,Basic Membership
174.201.11.8,13-01-2023 7.25,4.996,2.398,2.598,2.368,2.628,4,Basic Membership
178.343.8.9,13-01-2023 7.30,4.185,0.837,3.348,1.373,2.812,1,Basic Membership
175.234.18.18,13-01-2023 7.35,5.516,3.42,2.096,2.084,3.432,4,Basic Membership
161.247.3.14,13-01-2023 7.40,6.126,1.593,4.533,4.12,2.006,0,Basic Membership
188.221.8.11,13-01-2023 7.45,6.2375,1.435,4.803,2.419,3.819,0,Basic Membership
168.302.12.16,13-01-2023 7.50,5.383,2.638,2.745,2.919,2.464,4,Basic Membership
174.299.3.9,13-01-2023 7.55,5.0755,3.096,1.979,3.767,1.308,3,Basic Membership
166.334.13.20,13-01-2023 8.00,6.2375,4.553,1.684,2.034,4.203,4,Basic Membership
178.315.13.1,13-01-2023 8.05,4.82,2.073,2.747,1.959,2.861,3,Premium Membership
163.285.12.7,13-01-2023 8.10,4.597,2.942,1.655,2.455,2.142,1,Premium Membership
181.317.10.8,13-01-2023 8.15,5.398,3.563,1.835,3.187,2.211,1,Basic Membership
180.288.20.11,13-01-2023 8.20,4.3075,1.594,2.713,1.572,2.735,0,Basic Membership
184.252.17.11,13-01-2023 8.25,4.1795,1.546,2.633,2.212,1.967,1,Premium Membership
189.258.19.19,13-01-2023 8.30,5.8005,3.828,1.973,3.345,2.456,4,Basic Membership
163.238.2.14,13-01-2023 8.35,4.689,2.345,2.344,1.946,2.743,1,Basic Membership
173.206.4.9,13-01-2023 8.40,5.1945,2.078,3.116,3.355,1.839,1,Basic Membership
168.201.13.4,13-01-2023 8.45,6.1765,4.509,1.667,3.186,2.99,3,Basic Membership
166.237.18.16,13-01-2023 8.50,5.969,1.373,4.596,2.681,3.288,4,Premium Membership
181.337.1.18,13-01-2023 8.55,5.2,2.08,3.12,1.581,3.619,2,Basic Membership
164.216.19.15,13-01-2023 9.00,4.073,3.014,1.059,2.167,1.906,4,Premium Membership
158.289.3.4,13-01-2023 9.05,6.166,4.563,1.603,3.319,2.847,1,Basic Membership
164.216.19.15,13-01-2023 9.10,6.1345,4.171,1.963,3.106,3.028,3,Premium Membership
174.229.6.4,13-01-2023 9.15,4.5935,1.975,2.618,2.016,2.577,3,Premium Membership
187.209.14.0,13-01-2023 9.20,5.4495,3.106,2.343,3.963,1.486,3,Basic Membership
189.310.17.19,13-01-2023 9.25,4.758,3.521,1.237,2.588,2.17,3,Basic Membership
160.287.15.2,13-01-2023 9.30,5.8715,3.993,1.879,3.044,2.828,1,Basic Membership
161.262.19.6,13-01-2023 9.35,4.442,2.088,2.354,1.951,2.491,0,Basic Membership
162.334.5.15,13-01-2023 9.40,5.027,1.508,3.519,1.739,3.288,2,Basic Membership
185.270.6.7,13-01-2023 9.45,6.432,4.116,2.316,3.414,3.018,1,Premium Membership
152.291.15.6,13-01-2023 9.50,5.7665,2.826,2.94,2.147,3.619,3,Premium Membership
175.211.12.15,13-01-2023 9.55,5.9695,2.089,3.881,1.516,4.454,4,Premium Membership
171.268.19.3,13-01-2023 10.00,5.543,2.605,2.938,3.25,2.293,0,Basic Membership
169.245.1.7,13-01-2023 10.05,4.2705,1.537,2.734,2.458,1.813,3,Premium Membership
151.265.13.13,13-01-2023 10.10,6.138,3.806,2.332,1.931,4.207,0,Premium Membership
166.278.15.9,13-01-2023 10.15,6.304,2.08,4.224,1.51,4.794,2,Basic Membership
173.332.10.19,13-01-2023 10.20,4.9105,2.21,2.7,2.266,2.644,0,Premium Membership
182.222.4.19,13-01-2023 10.25,5.796,1.391,4.405,2.318,3.478,2,Basic Membership
157.275.6.0,13-01-2023 10.30,4.4835,2.376,2.108,2.125,2.359,0,Premium Membership
150.206.17.20,13-01-2023 10.35,5.951,3.571,2.38,3.975,1.976,0,Premium Membership
185.324.8.5,13-01-2023 10.40,5.0635,3.747,1.317,2.937,2.127,2,Basic Membership
186.224.8.16,13-01-2023 10.45,5.7765,3.928,1.849,1.795,3.982,4,Basic Membership
170.233.17.10,13-01-2023 10.50,5.0185,1.255,3.764,1.343,3.676,0,Basic Membership
186.204.18.9,13-01-2023 10.55,5.1315,2.104,3.027,2.904,2.227,0,Basic Membership
185.295.2.6,13-01-2023 11.00,6.1245,3.001,3.124,3.254,2.871,1,Basic Membership
185.270.6.7,13-01-2023 11.05,3.8345,2.147,1.688,1.745,2.09,0,Premium Membership
168.281.13.18,13-01-2023 11.10,3.822,2.217,1.605,2.526,1.296,3,Basic Membership
179.208.13.6,13-01-2023 11.15,4.018,1.446,2.572,2.552,1.466,2,Basic Membership
176.225.4.10,13-01-2023 11.20,4.8095,3.559,1.25,2.498,2.311,1,Premium Membership
152.202.19.18,13-01-2023 11.25,4.6795,2.761,1.918,2.268,2.411,4,Premium Membership
176.344.20.17,13-01-2023 11.30,3.932,2.831,1.101,2.018,1.914,0,Premium Membership
165.269.12.1,13-01-2023 11.35,4.286,0.943,3.343,1.296,2.99,4,Basic Membership
169.265.8.20,13-01-2023 11.40,4.748,2.801,1.947,2.949,1.799,1,Basic Membership
180.303.2.1,13-01-2023 11.45,3.924,2.865,1.059,1.854,2.07,2,Basic Membership
187.294.11.9,13-01-2023 11.50,3.803,1.369,2.434,1.453,2.35,1,Premium Membership
174.289.0.0,13-01-2023 11.55,4.689,1.922,2.767,2.457,2.232,1,Basic Membership
178.343.8.9,13-01-2023 12.00,4.2315,2.877,1.354,1.244,2.987,3,Basic Membership
169.214.15.11,13-01-2023 12.05,4.2485,2.337,1.911,2.659,1.589,0,Basic Membership
185.200.16.3,13-01-2023 12.10,4.867,3.31,1.557,3.058,1.809,3,Basic Membership
188.320.19.13,13-01-2023 12.15,4.805,1.634,3.171,1.696,3.109,2,Basic Membership
179.281.5.11,13-01-2023 12.20,4.123,1.154,2.969,2.269,1.854,2,Basic Membership
152.331.16.18,13-01-2023 12.25,3.9285,2.043,1.885,1.983,1.945,3,Premium Membership
185.271.12.19,13-01-2023 12.30,3.7335,1.083,2.651,2.084,1.65,2,Basic Membership
189.284.19.16,13-01-2023 12.35,4.281,2.74,1.541,1.767,2.514,0,Basic Membership
158.291.17.7,13-01-2023 12.40,3.706,2.446,1.26,1.964,1.742,3,Basic Membership
177.238.11.6,13-01-2023 12.45,4.5195,2.169,2.35,1.909,2.61,0,Basic Membership
161.211.20.11,13-01-2023 12.50,4.216,0.843,3.373,1.501,2.715,0,Basic Membership
160.231.12.16,13-01-2023 12.55,3.7145,1.374,2.341,2.023,1.692,2,Premium Membership
155.303.5.13,13-01-2023 13.00,4.582,3.436,1.146,1.34,3.242,0,Basic Membership
180.208.11.18,13-01-2023 13.05,4.461,2.141,2.32,1.469,2.992,3,Basic Membership
150.209.17.8,13-01-2023 13.10,3.95,0.948,3.002,2.128,1.822,3,Premium Membership
151.308.9.5,13-01-2023 13.15,3.977,2.068,1.909,2.318,1.659,1,Basic Membership
168.235.4.18,13-01-2023 13.20,4.332,2.036,2.296,2.236,2.096,1,Basic Membership
166.291.11.10,13-01-2023 13.25,4.111,1.274,2.837,1.35,2.761,2,Basic Membership
158.215.19.3,13-01-2023 13.30,3.754,1.389,2.365,1.528,2.226,3,Basic Membership
168.257.11.0,13-01-2023 13.35,3.9355,1.535,2.401,1.117,2.819,3,Premium Membership
174.245.7.14,13-01-2023 13.40,4.625,3.099,1.526,1.757,2.868,4,Premium Membership
163.350.10.3,13-01-2023 13.45,4.7115,2.167,2.545,2.548,2.164,0,Basic Membership
173.335.3.9,13-01-2023 13.50,4.876,1.999,2.877,3.247,1.629,4,Basic Membership
152.336.13.0,13-01-2023 13.55,4.9025,2.157,2.745,1.935,2.967,3,Premium Membership
178.266.11.6,13-01-2023 14.00,4.0765,0.856,3.221,2.779,1.298,1,Premium Membership
173.295.6.8,13-01-2023 14.05,7.516,1.503,6.013,2.39,5.126,4,Basic Membership
160.265.17.9,13-01-2023 14.10,6.924,4.985,1.939,3.589,3.335,4,Basic Membership
183.235.2.18,13-01-2023 14.15,6.2905,4.089,2.201,2.513,3.777,1,Basic Membership
184.216.19.13,13-01-2023 14.20,7.9635,5.097,2.866,3.768,4.195,3,Basic Membership
182.347.10.0,13-01-2023 14.25,6.319,3.918,2.401,2.361,3.958,3,Basic Membership
169.317.2.11,13-01-2023 14.30,5.7385,1.492,4.247,3.362,2.377,0,Basic Membership
187.301.7.0,13-01-2023 14.35,6.4785,4.146,2.333,1.762,4.717,4,Basic Membership
166.344.6.17,13-01-2023 14.40,6.6315,4.708,1.923,3.644,2.987,1,Basic Membership
190.234.13.6,13-01-2023 14.45,6.007,1.622,4.385,3.102,2.905,3,Basic Membership
156.211.20.15,13-01-2023 14.50,7.82,3.519,4.301,4.805,3.015,2,Basic Membership
182.267.14.0,13-01-2023 14.55,6.7225,4.437,2.285,3.155,3.567,0,Premium Membership
169.276.16.17,13-01-2023 15.00,6.851,1.713,5.138,4.042,2.809,4,Basic Membership
166.310.6.10,13-01-2023 15.05,9.955,3.683,6.272,3.111,6.844,1,Basic Membership
187.260.18.19,13-01-2023 15.10,9.613,3.749,5.864,5.433,4.18,1,Basic Membership
156.224.3.2,13-01-2023 15.15,9.267,3.985,5.282,2.464,6.803,4,Basic Membership
165.245.4.11,13-01-2023 15.20,8.048,2.736,5.312,3.974,4.074,4,Premium Membership
181.320.0.6,13-01-2023 15.25,9.3055,5.304,4.002,5.047,4.259,3,Premium Membership
188.291.18.4,13-01-2023 15.30,7.52,3.309,4.211,2.84,4.68,2,Premium Membership
162.238.8.10,13-01-2023 15.35,7.541,4.826,2.715,3.182,4.359,3,Basic Membership
189.209.6.9,13-01-2023 15.40,8.0665,2.904,5.162,4.459,3.607,4,Premium Membership
151.253.9.3,13-01-2023 15.45,8.217,3.78,4.437,5.898,2.319,1,Premium Membership
182.291.6.8,13-01-2023 15.50,9.3235,6.247,3.076,4.8,4.523,2,Premium Membership
169.228.4.3,13-01-2023 15.55,9.1825,3.581,5.601,5.964,3.218,4,Basic Membership
175.264.9.0,13-01-2023 16.00,8.992,6.294,2.698,5.422,3.57,0,Basic Membership
158.308.19.15,13-01-2023 16.05,8.5825,6.265,2.317,5.739,2.843,4,Basic Membership
185.212.0.16,13-01-2023 16.10,9.597,4.894,4.703,3.532,6.065,2,Basic Membership
160.238.18.19,13-01-2023 16.15,8.966,3.497,5.469,5.466,3.5,0,Basic Membership
187.209.14.0,13-01-2023 16.20,8.5195,2.045,6.475,3.289,5.231,0,Basic Membership
153.350.10.3,13-01-2023 16.25,8.4855,3.479,5.006,5.704,2.781,2,Premium Membership
183.347.19.6,13-01-2023 16.30,9.947,4.377,5.57,4.5,5.447,0,Basic Membership
156.322.19.10,13-01-2023 16.35,8.7085,2.787,5.922,2.811,5.898,1,Basic Membership
177.285.11.15,13-01-2023 16.40,9.863,2.959,6.904,4.695,5.168,3,Basic Membership
163.283.5.7,13-01-2023 16.45,7.842,2.431,5.411,4.76,3.082,1,Basic Membership
174.312.3.14,13-01-2023 16.50,9.0715,3.629,5.443,5.334,3.738,4,Basic Membership
158.311.14.4,13-01-2023 16.55,8.0265,1.686,6.341,4.211,3.816,3,Basic Membership
168.219.5.0,13-01-2023 17.00,8.8015,5.193,3.609,4.209,4.593,1,Premium Membership
182.286.4.9,13-01-2023 17.05,8.6705,5.116,3.555,4.019,4.652,4,Basic Membership
156.327.11.11,13-01-2023 17.10,9.1445,2.835,6.31,5.115,4.03,3,Basic Membership
158.295.1.14,13-01-2023 17.15,9.4335,2.264,7.17,2.158,7.276,0,Basic Membership
164.323.3.5,13-01-2023 17.20,7.6665,4.983,2.684,3.695,3.972,2,Basic Membership
184.275.3.7,13-01-2023 17.25,8.6505,4.066,4.584,3.736,4.914,0,Premium Membership
181.268.10.2,13-01-2023 17.30,7.543,1.961,5.582,3.084,4.459,4,Basic Membership
186.298.15.4,13-01-2023 17.35,9.677,5.903,3.774,3.002,6.675,3,Premium Membership
168.208.4.11,13-01-2023 17.40,9.2945,6.692,2.602,5.818,3.476,3,Basic Membership
152.262.0.11,13-01-2023 17.45,9.24,2.31,6.93,2.241,6.999,1,Basic Membership
152.219.8.4,13-01-2023 17.50,9.838,2.263,7.575,5.717,4.121,4,Premium Membership
173.240.6.14,13-01-2023 17.55,7.6205,2.591,5.029,4.34,3.28,4,Premium Membership
160.275.13.3,13-01-2023 18.00,8.998,5.579,3.419,3.572,5.426,0,Premium Membership
190.348.1.16,13-01-2023 18.05,9.089,2.454,6.635,4.159,4.93,1,Basic Membership
184.200.4.12,13-01-2023 18.10,7.709,2.39,5.319,2.485,5.224,3,Basic Membership
190.277.19.17,13-01-2023 18.15,8.088,2.507,5.581,2.782,5.306,2,Basic Membership
156.206.11.19,13-01-2023 18.20,9.1855,6.889,2.296,4.776,4.409,2,Basic Membership
156.209.7.8,13-01-2023 18.25,7.6415,3.744,3.897,3.782,3.859,2,Basic Membership
168.275.7.2,13-01-2023 18.30,8.5405,4.356,4.184,5.405,3.135,3,Basic Membership
153.237.4.12,13-01-2023 18.35,7.6515,3.214,4.438,3.569,4.083,3,Basic Membership
170.302.10.14,13-01-2023 18.40,8.6735,3.036,5.638,3.721,4.953,1,Premium Membership
156.251.14.16,13-01-2023 18.45,8.805,2.73,6.075,5.007,3.798,2,Premium Membership
156.300.12.11,13-01-2023 18.50,7.7085,5.165,2.543,4.569,3.139,0,Basic Membership
187.204.5.18,13-01-2023 18.55,9.66,2.222,7.438,4.147,5.513,4,Premium Membership
176.330.15.20,13-01-2023 19.00,8.9955,6.117,2.878,2.573,6.422,2,Basic Membership
173.298.9.20,13-01-2023 19.05,3.8695,2.476,1.393,1.789,2.08,1,Basic Membership
173.323.20.4,13-01-2023 19.10,3.44625,2.343,1.103,1.106,2.34,0,Premium Membership
158.289.11.10,13-01-2023 19.15,3.839,1.804,2.035,2.432,1.407,4,Premium Membership
153.259.20.10,13-01-2023 19.20,3.91275,1.409,2.504,2.265,1.648,0,Basic Membership
169.228.4.3,13-01-2023 19.25,3.7305,1.977,1.754,1.705,2.026,2,Basic Membership
171.315.14.13,13-01-2023 19.30,3.539,1.77,1.769,1.539,2,2,Basic Membership
170.260.0.7,13-01-2023 19.35,3.961,0.871,3.09,2.368,1.593,0,Premium Membership
188.235.8.10,13-01-2023 19.40,3.7975,1.443,2.354,1.832,1.965,3,Premium Membership
177.282.5.1,13-01-2023 19.45,3.70375,1.111,2.593,1.056,2.648,1,Basic Membership
183.301.4.16,13-01-2023 19.50,3.41525,2.186,1.229,1.774,1.641,3,Premium Membership
178.308.16.15,13-01-2023 19.55,3.167,2.185,0.982,1.465,1.702,3,Basic Membership
186.270.16.6,13-01-2023 20.00,3.659,0.842,2.817,1.895,1.764,2,Basic Membership
179.281.5.11,13-01-2023 20.05,3.8745,0.775,3.099,0.961,2.913,4,Basic Membership
182.339.1.12,13-01-2023 20.10,3.07525,1.445,1.63,1.467,1.608,2,Premium Membership
163.210.12.14,13-01-2023 20.15,3.086,1.481,1.605,0.948,2.138,0,Premium Membership
